forecast_timestamp,team,group,spi,global_o,global_d,sim_wins,sim_ties,sim_losses,sim_goal_diff,goals_scored,goals_against,group_1,group_2,group_3,group_4,make_round_of_16,make_quarters,make_semis,make_final,win_league,timestamp
2022-12-18 17:56:03 UTC,Argentina,C,89.6486,2.8361,0.39397,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,France,D,88.30043,2.96765,0.54381,2.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Morocco,F,73.16416,1.74313,0.53433,2.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Croatia,F,78.82038,2.20264,0.6029,1.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,England,B,87.82131,2.71564,0.44261,2.0,1.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Netherlands,A,83.97533,2.52711,0.5494,2.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Portugal,H,87.02373,2.78069,0.52262,2.0,0.0,1.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Brazil,G,93.18946,3.122,0.28266,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Japan,E,75.96229,2.04074,0.62372,2.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Senegal,A,74.43038,1.95825,0.63294,2.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Switzerland,G,76.42499,2.18629,0.70131,2.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Australia,D,64.25889,1.62507,0.79797,2.0,0.0,1.0,-1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,USA,B,73.394,1.95077,0.6716,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Spain,E,88.50675,2.59723,0.34458,1.0,1.0,1.0,6.0,9.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,South Korea,H,72.35291,1.95504,0.71893,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Poland,C,68.04764,1.84609,0.8194,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Germany,E,89.95279,3.42799,0.66808,1.0,1.0,1.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Ecuador,A,73.83944,1.90031,0.61736,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Uruguay,H,79.24157,2.08441,0.50927,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Tunisia,D,67.83185,1.55967,0.60517,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Cameroon,G,66.37195,1.77502,0.83343,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Mexico,C,74.06856,1.87596,0.59088,1.0,1.0,1.0,-1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Belgium,F,80.919,2.439,0.65161,1.0,1.0,1.0,-1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Iran,B,68.30861,1.72082,0.71138,1.0,0.0,2.0,-3.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Saudi Arabia,C,60.44226,1.64961,0.97618,1.0,0.0,2.0,-2.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Ghana,H,60.56379,1.60095,0.92839,1.0,0.0,2.0,-2.0,5.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Costa Rica,E,52.66186,1.3806,1.05339,1.0,0.0,2.0,-8.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Denmark,D,76.6822,2.0458,0.59589,0.0,1.0,2.0,-2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Serbia,G,73.86747,2.23251,0.85078,0.0,1.0,2.0,-3.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Wales,B,62.48125,1.58045,0.83224,0.0,1.0,2.0,-5.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Canada,F,71.80854,1.96276,0.74782,0.0,0.0,3.0,-5.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-18 17:56:03 UTC,Qatar,A,48.19173,1.36459,1.23216,0.0,0.0,3.0,-6.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Argentina,C,88.85631,2.69895,0.37464,2.0,0.0,1.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.53027,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,France,D,88.41321,2.89548,0.49957,2.0,0.0,1.0,3.0,6.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.46973,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Morocco,F,73.16416,1.74313,0.53433,2.0,1.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Croatia,F,78.82038,2.20264,0.6029,1.0,2.0,0.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,England,B,87.82131,2.71564,0.44261,2.0,1.0,0.0,7.0,9.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Netherlands,A,83.97533,2.52711,0.5494,2.0,1.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Portugal,H,87.02373,2.78069,0.52262,2.0,0.0,1.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Brazil,G,93.18946,3.122,0.28266,2.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Japan,E,75.96229,2.04074,0.62372,2.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Senegal,A,74.43038,1.95825,0.63294,2.0,0.0,1.0,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Switzerland,G,76.42499,2.18629,0.70131,2.0,0.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Australia,D,64.25889,1.62507,0.79797,2.0,0.0,1.0,-1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,USA,B,73.394,1.95077,0.6716,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Spain,E,88.50675,2.59723,0.34458,1.0,1.0,1.0,6.0,9.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,South Korea,H,72.35291,1.95504,0.71893,1.0,1.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Poland,C,68.04764,1.84609,0.8194,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Germany,E,89.95279,3.42799,0.66808,1.0,1.0,1.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Ecuador,A,73.83944,1.90031,0.61736,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Uruguay,H,79.24157,2.08441,0.50927,1.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Tunisia,D,67.83185,1.55967,0.60517,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Cameroon,G,66.37195,1.77502,0.83343,1.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
2022-12-17 16:54:45 UTC,Mexico,C,74.06856,1.87596,0.59088,1.0,1.0,1.0,-1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12-18 17:56:44 UTC
